"Series ID","Date","Value","Annual Percent Change"
"LNS12000000","December 1 2019","158845","1.3"
"LNS12000000","November 1 2019","158629","1.2"
"LNS12000000","October 1 2019","158545","1.4"
"LNS12000000","September 1 2019","158339","1.5"
"LNS12000000","August 1 2019","157829","1.5"
"LNS12000000","July 1 2019","157529","0.9"
"LNS12000000","June 1 2019","157232","0.9"
"LNS12000000","May 1 2019","156821","0.8"
"LNS12000000","April 1 2019","156625","0.8"
"LNS12000000","March 1 2019","156701","1.0"
"LNS12000000","February 1 2019","156863","1.1"
"LNS12000000","January 1 2019","156487","1.3"
"LNS12000000","December 1 2018","156817","1.9"
"LNS12000000","November 1 2018","156721","1.9"
"LNS12000000","October 1 2018","156391","1.8"
"LNS12000000","September 1 2018","156015","1.1"
"LNS12000000","August 1 2018","155504","1.3"
"LNS12000000","July 1 2018","156146","1.7"
"LNS12000000","June 1 2018","155762","1.6"
"LNS12000000","May 1 2018","155652","1.7"
"LNS12000000","April 1 2018","155312","1.3"
"LNS12000000","March 1 2018","155214","1.4"
"LNS12000000","February 1 2018","155197","1.8"
"LNS12000000","January 1 2018","154425","1.5"
"LNS12000000","December 1 2017","153904","1.1"
"LNS12000000","November 1 2017","153805","1.2"
"LNS12000000","October 1 2017","153609","1.2"
"LNS12000000","September 1 2017","154286","1.7"
"LNS12000000","August 1 2017","153503","1.1"
"LNS12000000","July 1 2017","153569","1.3"
"LNS12000000","June 1 2017","153318","1.4"
"LNS12000000","May 1 2017","153069","1.3"
"LNS12000000","April 1 2017","153255","1.4"
"LNS12000000","March 1 2017","153065","1.2"
"LNS12000000","February 1 2017","152480","1.0"
"LNS12000000","January 1 2017","152152","1.0"
"LNS12000000","December 1 2016","152157","1.4"
"LNS12000000","November 1 2016","151954","1.7"
"LNS12000000","October 1 2016","151793","1.7"
"LNS12000000","September 1 2016","151761","2.0"
"LNS12000000","August 1 2016","151779","1.7"
"LNS12000000","July 1 2016","151554","1.8"
"LNS12000000","June 1 2016","151223","1.6"
"LNS12000000","May 1 2016","151132","1.6"
"LNS12000000","April 1 2016","151074","1.7"
"LNS12000000","March 1 2016","151218","2.1"
"LNS12000000","February 1 2016","150939","2.0"
"LNS12000000","January 1 2016","150653","1.7"
"LNS12000000","December 1 2015","150128","1.7"
"LNS12000000","November 1 2015","149463","1.4"
"LNS12000000","October 1 2015","149246","1.2"
"LNS12000000","September 1 2015","148826","1.4"
"LNS12000000","August 1 2015","149181","1.8"
"LNS12000000","July 1 2015","148830","1.7"
"LNS12000000","June 1 2015","148816","1.8"
"LNS12000000","May 1 2015","148817","2.1"
"LNS12000000","April 1 2015","148511","2.0"
"LNS12000000","March 1 2015","148128","1.7"
"LNS12000000","February 1 2015","148045","2.0"
"LNS12000000","January 1 2015","148145","2.1"
